Tweet,Emotion
Big fan of honey Singh.. Guys mera comment ko b like kr diya kro yrrrr,Neutral
I Know very well that &quot; K AP agay jakr buhat name kamaogay AMEEN&quot;,Happy
sir kya baat hai apka rukh badal gaya hai din se pl don't worry about FIR,Neutral
Wo toh achi hi hai pr Maine video bhai k liye Dekhi h jac k liye nhi,Neutral
: Ya banda Tati b Karay to is awam ko wo b Sonay ki tati nazar ay gi. Yar kya ha in celebs ma jo ya itna pagal hojatay i,Neutral
Keh rhi hain kafi barhi lg rhi hy tum se...!! (i m ),Neutral
Lockdown bhara dain gain log khain gain kidr sy ? Apka wala qarza b sbko nei mill raha koi khuda ko manain or sahi decision lain awam Corona sy na sahi bhuk sy maar Jaye gee.,Anger
: Assalam o alaiku,Neutral
S6 for sale /10 condition .. interested one can contact at8,Neutral
Honey singh honey singh nahi rahe this is not a real honey,Neutral
"""Aray mazaak kar raha tha main tw, serious kiu ho rahy ho""",Neutral
Bhaii tu na dekha kr. Baat khatam kr. Auqat ka aisy keh rahy ho jesy kashmir fatah krliya h jo tum ny btaya h wo sab ko pta h k wo just actors hain. Agr tumhy naii pasand tou na dekha karo.,Neutral
Next we want MAI KAMEEN SONG by YO YO,Neutral
I want to buy samsung s7 edge GB dual sim in Chichawatni Agr Koi sale krna chahta hy to plzz contact me...02,Neutral
Tum to hamesha close friend ho na boo,Neutral
Vikas Pi Ke Set Hai. **HMO office mein.,Neutral
Infinix note bechna chahta ho perfect condition kisi kisaam ka koi fault nhi fault ki guranty ho ge lush condition with box oringal charger orignal back cover orignal glass grey color sy ik rupya kam ni ho ga fzl tim zaya na kry Lahore Gujrwala Gujrat mein mil skta ha dlevry chrgr ap ky ho gy mra nmbr,Neutral
N-League ke pass end result ab yahi hai fake I'ds bna bna ke larkiyoO ke name pe imran khan ko badnaam kare...!!!,Anger
: And your chamchas were celebrating on our Twitter timeline as if unke baap ki shaadi,Anger
Honey is back ab aaayega mzaa........,Happy
Please Sir private or supply walo ko bhi pass karyn. hum bhi insan han hum bhi Dill rakhty hain.. Maaon ki dua mily ge apko #EqualityForAllStudents #noexams,Neutral
ASALAM U ALAIKUM ye set mein mein sale kar RHA hu set bilkul OK hai exchange ho sakta ha GB ram walon se .,Neutral
Sir kabhi mera bhi reply kar do plz,Neutral
How much more girri hui videos can they make? ... im shocked this shit is in my recommended,Anger
Koi nahi milta hai bas Padne ko news milti hai,Anger
Abe chamche kitna chatega kuch bhi. Kabhi airport nahi gaya kya ?? Mow Air tickets are more cheaper than never.,Anger
Nepal aur china heavy response dy rhy hn aur aap ka kia arada ha aik ghanta aur logon ko khara krain gy bs,Anger
maza aagya song sunn ke nice song,Happy
Yo yo kuch din chup kya the sab bolne lage ...ab saab ki bolti bandh aur apna time suru ...yo yo full support,Neutral
kya come back hai....!!!!,Happy
"Itny brave ni hain mry khan shb ecomini ka rona, hallat ka rona, wo phly rotay hain... Is cheex pr mai apny leader imran khan k sath hoo is mamlay pr wo buzdil hain",Anger
Tum lagta hai marte hue log dekhne the. Abhi tk samj nehi aya lockdown nehi hota toh USA ko bhi peche chod dete. Tumhare soch bhi un store throwing walo jese hai,Anger
: Un logo ko wish krne se kya fayda jo apka tweet na dekhe.... Kisi chote bhai ko wish karoge..... Duaye,Neutral
I know lockdown hone wala hai,Neutral
"Itna wait kiya ,ABB like Kru ya unlike",Neutral
: Prediction Time..............! . First Day Song Kitne Million Krega...? . My Prediction Is M.....! . Aap Kya Bolte Ho,Neutral
"Aise hi ye Sindh ka hai, inloogo ko Pani, Bijli, khana nhi milta hai, Pakistan ka sab khana Mere punjabi patthe kha jaate hai. Haa Punjab k Musalman ko kuch English aati v hai lekin, Sabse bura haal to Balochistan ka hai.",Anger
kis jung main khud ladhy ho ye bta do har bar kisi mulk ki goad main beth jaty ho kis mulk main tmhari army ki izat hy ya koi aisa mulk jahan thari army deployed hy beta ab yahan nawaz ya bhutto nahi betha yahan ab watan k muhfiz hain,Anger
I am sorry to say but aap kya Kar Raha hai are you providing food shelter to these poor people those dying... U have enough money but instead of playing bad politics you are doing nothing...,Anger
: Black shuru ... Police ka alag tareeka hai paise kamane ka. Isse zayada ghatiya baat kya ho sakti hai aise halaat me b,Anger
Qmobile power best phn hai.iska password contect. Messages.memory cord sab main code lag jata hai. Plz contect me: Mirpur Ak,Neutral
Mere mobile main download ka option nahi a rha.. aesa kiyon???,Neutral
Lehri ji like kr to rhe h or kya chahiye,Neutral
The ending well... dog thing and all good but hathoda tyagi character being a dog lover and thoda kuch aur hona chaiye tha... and then lot more was there.. Par u know what why bother... Good for her she produced a damn good series. Le li tum sabki na lete hue bhi.,Anger
Wtf bro wuhan to hai hi nahi ?,Anger
Views count ruk chuke h ... Power of honey singh...,Happy
Shutup. Read id ko fake kehnay walay tum.hotay koon ho Jiye bhutto,Anger
"The only elected communist government is the world is in kerala Kerala has controlled covid the best in the world Kuchch toh baat haeye hum communists mein, hamaarey communism mein aur hamaarey communist cm mein!",Neutral
Please.... ais par video banaye ke kya insaan such me chand par gaya hai please... Thank you,Neutral
Bc bijli bajay se band hai. I wanted rain but not like this ffs,Anger
itnaa acha tu nh hon tag kro ap but ap ki poetry ma jwb da raha ho ? tu us k lia sorry,Neutral
"hello sir, my roll is i am MBA nd yr student. I filled revaluation form.. my marks is updated but it doesn't updated on my main result.. Please look into this matter and update itc as soon as possible... thank you..",Neutral
main ny kal ge ye phone lia hai bht kamal ha phone battery spee,Happy
Still showings same issue teall me what I do delhi kam se aaya tha March se yahi hu government ki koi help nahi mil rahi Current in delhi kya khau kha rahu delhishelterboard. Regd Ajay kumar jha,Neutral
Omg.... Billo rani hai kuch b kr sakti hai,Neutral
"Bhai Sid MV promote kare ya kuch bhi promote kare, koi Sidheart aisa react nahi karega. Agar galti se koi karega toh woh real sidheart nahi hai aur fake logon ki bajane ke liye toh tu hai hi.",Neutral
My Birthdate is3 jan.may bhi kahoon mai itne khofnak q hoon.,Neutral
Yar video k start ma hello mat Kaha Karo u know hello Ka mtlb jahanami hota hai.,Neutral
": Nawaz Sharif ka Qatal aur Oske Pakistan pe Burey Asrat, Kia Pakistan Army NS ko Bacha Pai Gi? Maryam #PEMRAShouldBanIqrar",Neutral
: Aap Twitter worrier ko puchh rahe ho. Hum bhi aap hi ki tarah hain. Newspaper parh ke kuch tweet kar dete hain.,Neutral
"Tipu sultan ko kou farq nhi pdne wala iss tweet se...modi ji se pucho GDP,economy ke kya krenge...bcz wo zinda hai abhi",Neutral
Views hang ho gaye wah bhai kya baat hai ise kehte hai baatchit bhai ki yo yo honey singh is back full bang,Happy
Viral this video sab ko song or shehnaaz ko hardworking ka pta chalna chahiye meine kal full interview dekha positive banda hai #ShehnazGill,Neutral
I'm from D.G Khan mery pass Qmobile Z6 fresh available hy. complete saman ky sath hy. agar kisi bhai ko chahiye to is number par contact karein. Tariq Bhatti,Neutral
Yar plz ase video mat banaya karo magar apki sab video bhut achi hai I like your video I subscribed your channel,Happy
Mach*******d sala o chhor kar gaya usko ye pata nhi tha kya Tickets online mil rahe hain. Us saale ko pakdo maro kyu chhor kar gaya....,Anger
"#TimeForMuslimsUnity Thus according to Quran, the disease of all our problems lies in our hearts and therefore, the cure should also begin there. Iqbal says: Zaban se kah bhi diya la ilaha illah to kya hasil Dil-o-nigah Musalman naheen to kuchh bhi naheen",Neutral
i agree maam. formula hai koi inkay paas.,Neutral
Lo #Hang ho gya me to .. Comment ni show ho rhe h #retry..,Neutral
Sir g ye pti ki government Hai jahan inquiry b hoti Hai report b ati Hai koi pmln ya ppp ki government nai jahan sirf batein ho or batein hi hon,Neutral
"Questions kya hai, answer kya de raha hai ..",Neutral
I am big fan sir ji jo aap na ya kam kya ha,Happy
: Sir ko salute to Dena hi chahiye.. Sath me Maharastra Government ko bhi Shukriya kahna chahiye jisne Nek Kaam,Happy
"Is bv k shohar ke last tou Ab tak use hoti hi, zardari bhi kehtay hin k hum Bhutto's hin..",Anger
Buraai waali nahi wo news jisme sawaal puche jaate h government se,Neutral
Aaj assembly main kia hua maskhra pun bund kero gher moina mudat tuk ijlas multavi kerdo,Sad
Private candidates k liay koi alag policy hai shaid,Neutral
Yaar kya song ha ya suna ka layka be nhi ha,Sad
: Duck pout with overline lipstick.... practiced English line for lockdown MV and then all went down the drain O ho gayi l,Neutral
"sir Lockdown extend mat kijye. Jo bhi CM Lockdown extend karne ko bol raha hai, samjh lijye Lockdown me usko maza aa raha hi bas aaram karo aur salary uthao. Dikkat to ghareeb ke bachche ko ho rahi hai. Please bus, train chala dijiye may ke baad.",Neutral
Yekisi ne gift Kiya ho ga aksar elite main thy use it as a night dress Sindh or Punjab main,Neutral
Duniya k tamam mulkon me autratein janam leti hain! Lehaza ap leadership ki baat karein jo k qabil izat hai r seekhne laik hai. #NewZealand,Neutral
wah apko b tng krta h h hi yh jin subha sy kh rha h bblock kr k dikhao ab m ny kr dia tu kch koi na kahy,Neutral
"Khan sb ne kya kaha uski clips nikal ke dekh lein. Healthy, young individuals ke liye flu hai, lekin bohat zyada contagious. Ye bhi kaha elderly aur sick ke liye bohat dangerous hai is liye hum sab ko precautions leni hain so we can save our loved ones. Garmi aayegi tou khatam ho",Neutral
Tum apna use kro tumhy b follow kren gy sb,Neutral
I need Qmobile ZPlus panel if some body have please contact me,Neutral
koi bhai plz bta do k iska touch kahan sy milyga or agar kisi k pas dead mobile hai to plz contact me on this number or can contact me on,Neutral
Lenge nahin naa kyuki woh tumhe jaante hai ki tum Kaise ho kya ho aur tum kya kar sakte ho toh please yeh sab karna band kar do,Neutral
Hamara Fast Bowler k kya hath paon nahi hain?,Neutral
photoshop to nai nai hai,Neutral
Today is my birthday plz ek subscribe kro,Neutral
the murder of history by kk aziz key video,Neutral
"Or is ka karza abi PTI utar rhi hai, building ka b or machinery ka b",Neutral
Sir ji aap sirf famous logo ko hi tips dete ho kya..? Mujhe bhi koi tips de dijiye please..!,Neutral
Gulzar ka likha geet aaj bhi effective hai.,Neutral
kya voice hai I am your fan,Happy
Bhai trending one pe laa do sng yrr,Neutral
"Bhai, only weekend par kaam karne ka koi option? Vaise bhi aajkal aur kuch kaam hai nahi weekends par",Neutral
"Not ie congress, it is and #NCP (Mahavikas Agadi dal). Pay more attention to real political developments. Or shayad kisi bhi polity book me Maharashtra me congress ki govt nahi hogi. Agar mile to batana. Thanks",Neutral
No matter of colour but the girl is really hot Aur honey singh to hamesha se hi sher hai,Neutral
Tum Sab #Journalism ghr baith jao sabkch apne aap thik ho jayga.,Anger
Pakistan have much more natural resources then gulf but Bhuttoo and sharif family barbaad kr gayi hamain.,Anger
sir lockdown ki definition kya hai ? ( stick to the word limit),Neutral
School wale maheene Ki fees mag rahe hai please aap koi rasta nikalo jab salary nahee mil rahe padai nahee tho fees kis baat ki,Neutral
millon view aa jate he but subscribe nahi karte he bc millon kar do T Series ko,Anger
First thing first: Gussa nhi krte foran bandio pr. Politely baat krte hai,Neutral
"Bolne par bhi FIR karva do Kerala, Maharashtra, Rajasthan mein",Neutral
Welcome back sir ji.. Nice song,Happy
Kndly wo pic dubara share kijeyey ga mey dhakna hy ap laptop aur kya use krty while making a video...... its a kind request,Neutral
We knw nothg will happen to them Nab kee Kya majal jo apkay logo ko kuch kahay jub ko kuch nahi kaha n investigation delayed so who can touch Pml Q apki Govt mein apkay logo ko Sou khoon maaf Hain,Anger
"Please do something, coz of family entire society of family is suffering, abHI toh lockdown relaxation mila tha ,kam p jana start kiya tha , ab ye , what if , agar thore din baad koi or CASE nikale , HUM TOH DECEMBER TAK SOCIETY MEIN HI RAHJAYGE, cz they seal for days",Neutral
"boss mujhe apna plan change karna hai , har mahine bill pay karne ke paise nahi please help my nos.",Neutral
Ye bhi puch lete logo se aap ko government chalane de ya fir resign kerna hai??,Neutral
lakh crore mein se har kisi ko -2 lakh bhi cash mil jaye toh agle mahine aaraam se nikal sakte hain...mera hisaab theek haina? #Lockdown #StayHomeStaySafe,Neutral
Meri bat ka jawab dy Mirza ko kia manty ho tum loog... Idhr udhr ki bat mat kar direct point pa aa.,Neutral
Rt se marry k ikawa bhi kareeb koi option available hai?,Neutral
"Do u remember Imran Khan in ur Parliament saying "" Ab kya attack kar du India pe"" mighty pussy could not even raise his voice at any International platform. Nd remember how easily u gave back our brave Abhinandan.",Anger
Awesome comeback bhai bigg fan Ab aayga maza,Happy
Badshah sir kaise ho ap bro,Neutral
Apky mindroaster orf dj mubeen orf jareullaha or para nai kia kia ki munzaro m zalalt hum dak chuky hain zayada shoq hain usy tu kahtme nabowt times p jay mufi shaaa sab say kr ly waqar kunsa alam hy,Sad
Ye Parwaiz khatak ke halkay ka school hai. Apni itehadi party ke karnamay bhi bataen logon ko.,Neutral
Sis maine apney media sey KaFi abusive posts delete ki hain please ap mujy bata diya karain agr galti sey muj se post ho jaye,Neutral
Finally someone speak the words! If you're the one who awakens someone's love with no intentions of loving him/her &amp; break a heart full of pure love for u. JUST REMEMBER ager ap ny os dil ko rula dia or os dil sy ek bhi ahh nikli ho tou bss khair manain apni. ALLAH KI PAKARR.,Neutral
Salman khan is my favourite... Mein ignore nhi kr shkti .. Sub kuch acha ho gaa..kuch nhi hota..Salam ki fan following zaida hai song super hit hai..lakin key gyi sorry ko trending list mn rhkna hai..,Happy
Anushka ne pad bhi badla hai wo news nai mili kya AajTak walo dalal?,Anger
"Paper cancel nahi hngai ab, kyun ke lockdown bh khul gaya hai",Neutral
Agle week release ho raha ha ye. Rs. ka,Neutral
Youtube ho gya hang bcose yo yo comes with a bang.. #tseries #yoyo #youtube,Neutral
Waqt waqt ki bat hi yai waqt bhi guzar jaye ga... Allah pak leaders ko salamat rakhay aur apney hifz o aman mai rakhay ameen,Happy
Options kya hai? Logo ko ghar bhi to jana hai apne jo mahino se phase hue hai,Neutral
Nahi relation tootte hai,Neutral
Wwe supercard game per banao please give me a chance this time,Neutral
Jab se gaane ki video dekhi hai I can't stop thinking about the sad story one like for the girl,Sad
Yachi banna hai high court me?,Neutral
Asalaam o alaikum mujhe apna Infinix hot sx sell karna hai mint condition hai all accessories available hai months warranty hai price hain ..contact only karachi,Neutral
sir deko ye ladki humare national anthem per abuse kar rhi hai tiktok per please ban tiktok #BanTikTokInIndia,Neutral
Aag lga di yo yo is back!!,Happy
aesa mausam isb mai common si baat hai,Neutral
december ko net full rakhna song ane se pehle bahut kaam krna h like share to rukne nahi chaiye fastest million or fastest million likes krne h world wide ready to all,Neutral
Begdrat insan lanat ho tuj pr PTI ki itne salo ki mehnat ko yeh dabo kharab karaha ha awam ko PTI k khilaf karne ki koshish karha ha Kuch karo iska patta dalo isko,Anger
Bhai apni life k Bry ma btao ap kitny educated ho kon c city k ho you tube pr kb or kia soch k channel bnya or apna face b dekhao bot sun li apki awz ab face k sth video do By the way apki videos bot achi hoti hn,Neutral
